id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6179374,"Harvard-Boston University-MIT, long term available",30489899,Home On Blaine,,Allston,42.354886812034906,-71.13865334297633,Private room,45,30,3,2015-10-19,0.07,8,365
6181758,The heart of Downtown,31804748,Alex,,Downtown,42.35715190031668,-71.05953739408531,Entire home/apt,225,1,269,2019-01-02,5.97,3,197
6197950,Family-Friendly 2-Story Downtown,32141135,Leslie,,North End,42.36264153674244,-71.05407780952204,Entire home/apt,600,5,8,2015-10-19,0.18,1,0
6198818,Charming and Spacious Studio,32145883,Emily,,Back Bay,42.35287792056551,-71.07858530636827,Entire home/apt,200,5,4,2018-01-24,0.22,1,0
6213822,In the Back Bay of Boston!,4962900,Stay Alfred,,Back Bay,42.34588119114087,-71.07862399449101,Entire home/apt,999,2,20,2018-12-01,0.45,38,81
6238463,Pvt tree top suite in great location,31691830,Penny,,Jamaica Plain,42.315904009331135,-71.11404802615597,Private room,105,2,88,2018-12-30,2.17,1,58
6239039,Private room in prime south end location,3392644,Caroline,,South End,42.34253028381794,-71.07938950978918,Private room,100,1,0,,,1,0
6248970,Spacious room convenient to subway,32449720,Shawn,,Jamaica Plain,42.321719666668685,-71.10345881692874,Private room,65,3,196,2018-12-27,4.40,1,161
6261296,"Free parking, 2 private rooms",7614614,Yedan,,West Roxbury,42.290185437863244,-71.15637538377736,Private room,70,3,101,2018-12-02,2.27,1,269
6268395,Luxury Furnished 1 Bed Boston Apt near Fenway Park,30283594,Kara,,Fenway,42.34297065784965,-71.09981162063914,Entire home/apt,129,3,0,,,151,345
6268805,Cozy Penthouse in Historic Charlestown w/Roof Deck,2644382,Justin & Heidi,,Charlestown,42.3765322577192,-71.06157887354844,Entire home/apt,260,1,96,2018-10-29,2.16,1,0
6277566,10 Min Walk to HBS and Harvard Sq,6636693,Yi,,Allston,42.361928853841,-71.13064063713792,Private room,230,3,3,2016-06-16,0.07,1,0
6287797,One Bedroom in Open and Airy Apt,14980002,Adrienne,,South End,42.33767012629468,-71.07640773355523,Private room,90,2,1,2015-05-25,0.02,1,0
6291807,"Trendy JP Condo, Steps from T",16375951,Bec,,Jamaica Plain,42.29816032662961,-71.11153003037721,Entire home/apt,119,5,6,2018-08-05,0.14,1,0
6292261,In the Heart of Boston too!!,21851356,Gustavo,,Bay Village,42.3503589882681,-71.06779348952853,Private room,99,2,168,2018-12-08,3.75,3,252
6296656,Brand New 2 BR | 1 BA in So. BOS #1,9410008,Jason,,South Boston,42.334180295487094,-71.04426144229467,Entire home/apt,240,2,134,2018-11-25,3.04,19,341
6298216,"Fun Location, Beautiful & Spacious!",32750893,Jenny,,Jamaica Plain,42.319226619133296,-71.10886890206302,Entire home/apt,299,1,0,,,1,0
6300089,Beautiful 3 bed/2 bath: 5 miles to Copley Sq.,29483150,Irida,,West Roxbury,42.28641216060653,-71.15371574025282,Entire home/apt,245,1,106,2018-12-05,2.40,1,321
6310903,Charming Victorian Home close to BCEC,32783797,James,,South Boston,42.334109819461176,-71.04507028895372,Entire home/apt,339,2,83,2018-11-18,1.86,1,251
6317304,Sunny & beautiful! Walk everywhere!,4170200,Anna,,Fenway,42.34773309500346,-71.10347595359237,Entire home/apt,147,1,170,2018-12-13,3.92,1,237
6317446,Brand New 2 BR | 1 BA in So. BOS #2,9410008,Jason,,South Boston,42.3358565593375,-71.04589502553836,Entire home/apt,240,2,143,2018-11-23,3.25,19,315
6317722,Brand New 2 BR | 1 BA in So. BOS #3,9410008,Jason,,South Boston,42.33433822499891,-71.04482923530661,Entire home/apt,125,2,132,2019-01-02,3.01,19,329
6323935,Charming south end,31804748,Alex,,Back Bay,42.34402836742756,-71.08292014163338,Entire home/apt,161,1,251,2019-01-06,5.69,3,153
6326257,Renovated 2BR | 1.5BA on Charles St,9410008,Jason,,Beacon Hill,42.361107026787955,-71.0702926780151,Entire home/apt,375,2,173,2019-01-12,3.94,19,322
6342931,Beautiful 5 Bed/3 Bath house in great location,8911866,Tara,,Brighton,42.351255627554366,-71.15033808009039,Entire home/apt,475,1,34,2018-12-27,3.98,1,156
6343532,Spacious Condo & Great for Groups,33037385,Brij,,Brighton,42.344960892681726,-71.14961761752849,Entire home/apt,212,2,169,2018-12-14,3.82,1,243
6355733,Private Rm+Bathroom in Apt.,29025144,Jay,,South End,42.336281548393224,-71.06903945639354,Private room,80,1,4,2015-11-22,0.10,1,0
6356533,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.3448346779175,-71.1000629656702,Entire home/apt,298,3,33,2018-10-19,0.80,129,0
6370235,2BR in well designed apartment!,21402750,Ben,,Allston,42.35875961426537,-71.12607084737934,Entire home/apt,175,1,133,2019-01-01,3.03,1,62
6373729,"American Vintage room, 2+ peeps ok",32041326,Kewei,,Allston,42.35201383361056,-71.14047181121047,Private room,75,2,1,2015-06-14,0.02,1,0
6377998,"Family friendly Victorian home, walk to T",987917,Helder,,Jamaica Plain,42.314377133217064,-71.09951455896663,Entire home/apt,450,2,33,2018-08-19,0.79,1,346
6390634,"Clean & Quiet Room in Modern Home, Near Transit",2810446,Danielle,,Jamaica Plain,42.299587787693476,-71.11178023080245,Private room,75,2,65,2018-11-11,1.46,4,0
6390821,Spacious and Cozy,33318421,Humberto,,West Roxbury,42.29275947301698,-71.16447517446866,Entire home/apt,140,2,16,2018-08-23,0.81,1,0
6400348,Beacon Hill Luxury - Roof Deck!,28090138,Gloria,,Beacon Hill,42.356747477049346,-71.07014338357318,Private room,200,3,3,2018-10-03,0.07,3,198
6401859,`Hidden Gem in Boston,17890131,Grace & Mark,,Hyde Park,42.246520316300725,-71.1162317738424,Entire home/apt,85,1,100,2018-12-03,2.87,1,0
6410674,Downtown Boston - Beacon Hill - New,1416883,Roger,,Beacon Hill,42.36007901060088,-71.06696565712132,Private room,80,3,117,2018-12-30,2.64,2,78
6425405,Boston - Fenway Large Studio,33386421,Victor,,Fenway,42.34191118168881,-71.10230378993293,Entire home/apt,195,3,3,2015-07-22,0.07,1,0
6426364,Great city views top floor one bed #7,9653086,Glenn,,South End,42.34175231690292,-71.07533351392034,Entire home/apt,200,1,61,2018-11-17,1.39,6,0
6444138,Lux 2 BR in the Heart of Fenway w/WiFi,9419684,Mike,,Fenway,42.343542625972766,-71.09848601615046,Entire home/apt,285,3,4,2019-01-01,0.09,129,1
6444303,⭐️360° Rooftop ⭐️ Ensuite Bath ⭐️ Walk Score 77 ⭐️,1651480,Edward,,South End,42.34179502464755,-71.07566431880907,Private room,90,3,100,2019-01-01,2.27,5,43
6465075,Spacious 5BR Condo Near Metro,635157,Catlin,,Jamaica Plain,42.297155077033906,-71.11190355685282,Entire home/apt,250,3,82,2018-12-29,1.85,1,331
6480967,40 boylston,33865671,Rogelio,,Beacon Hill,42.3524270264849,-71.0645334850395,Entire home/apt,350,1,0,,,1,0
6489209,"Large room, excellent access",26098645,Manuela,,South Boston,42.329975582040476,-71.05910152805585,Private room,75,5,35,2018-12-31,0.79,4,282
6513924,Spacious unit near public transportation,16398126,Chris,,Roslindale,42.284561507299415,-71.11972634316602,Private room,55,1,82,2018-11-11,1.85,1,365
6523777,Home Comfort on the Red Line,34118474,Mike And Rachael,,Dorchester,42.31544375485308,-71.05460367006475,Private room,70,1,75,2018-06-22,1.69,1,196
6544267,Charming Apartment in Historic Federal Style Home,34227346,Kai,,Roxbury,42.32964267073285,-71.09033491680763,Entire home/apt,199,3,35,2018-11-18,3.78,1,353
6544642,Beautiful Studio in South Boston,21895391,Michael,,South Boston,42.33498121733547,-71.03445097929574,Entire home/apt,250,2,33,2018-07-01,0.77,1,26
6552654,Quaint Renovated Rowhouse,20582119,Toma,,Back Bay,42.342308681407154,-71.08279042616411,Entire home/apt,161,1,243,2018-12-03,5.66,3,156
6554785,Apartment close to everything!,28123912,Ned,,Beacon Hill,42.35902249368097,-71.06304087785213,Entire home/apt,160,1,216,2018-12-31,4.95,3,0
6568621,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.343265219561445,-71.10061666678733,Entire home/apt,298,2,13,2018-10-11,0.32,129,13
6576530,X lg townhouse w parking near Train and buses,14785487,Aihua,,Roxbury,42.311335791531384,-71.08512821179606,Entire home/apt,350,4,11,2018-10-21,0.26,12,352
6596242,Downtown/Chinatown Boston with a view!,11792930,Jing,,Downtown,42.353265656163906,-71.06095515727358,Entire home/apt,185,2,19,2018-08-05,0.43,1,0
6600417,Boston's finest! Huge Roof Deck!,28090138,Gloria,,Beacon Hill,42.35685565099392,-71.07025135971973,Private room,180,2,0,,,3,0
6602167,TWO BEDROOM APARTMENT,24584716,Miriam,,Jamaica Plain,42.32527016657306,-71.10701088601907,Entire home/apt,152,3,183,2019-01-01,5.57,2,273
6603827,Cozy private room near bus stop,34552909,Barrie,,Roslindale,42.28217038124361,-71.1164843137903,Private room,59,5,4,2015-11-27,0.09,4,169
6609546,Beautiful Waterfront Location.,34584706,George,,South Boston Waterfront,42.347186671749085,-71.04107052032643,Private room,149,1,174,2018-12-13,3.94,1,327
6613472,Cozy Private Studio,34609479,Gwen,,Hyde Park,42.26895526148693,-71.103834795558,Private room,80,1,72,2018-10-21,2.37,1,39
6614984,Cozy/Stylish btwn Dwntwn & Airport,10136526,Paul,,East Boston,42.36948972206257,-71.03601135073212,Entire home/apt,129,1,66,2018-11-05,1.56,2,41
6629066,Brand New 4 BR|2 BA in So. BOS #2+3,9410008,Jason,,South Boston,42.33580249127642,-71.04408290550603,Entire home/apt,600,2,17,2017-07-19,0.42,19,307
6629929,On the Hill... Guest Room,63525,Dayo,,Mission Hill,42.330646683297886,-71.10584251856362,Private room,89,5,79,2018-10-26,1.87,1,0
6640662,444 W 4th St,32079650,Danielle,,South Boston,42.33641688875214,-71.04769353865366,Entire home/apt,1000,2,1,2016-01-03,0.03,1,0
6646604,"Sunny renovated 1 bed, near BC,BU",31340713,Kama,,Brighton,42.34108933388485,-71.14633887252774,Entire home/apt,90,30,31,2016-09-13,0.72,9,15
6655012,Cookyee's Paradise,34832265,Lorna,,Dorchester,42.28373701341802,-71.08581155946561,Private room,85,1,18,2018-10-21,0.54,3,350
6676364,"Cozy, high-rise room, stunning view",13382900,Bernie,,Longwood Medical Area,42.33886860712996,-71.10709963799906,Private room,84,1,484,2019-01-12,10.98,2,116
6677469,south end/back bay brownstone,34949685,Oine,,Back Bay,42.34506923068747,-71.07883957651161,Entire home/apt,395,2,47,2018-11-24,1.09,1,259
6677640,Private Deck Beacon Hill,34950334,Patrick,,Beacon Hill,42.36051977778303,-71.06401438870778,Entire home/apt,200,2,37,2019-01-01,0.85,1,39
6685682,Vintage Brownstone on Newbury|1 BR 1BA #3,814298,Brent,,Back Bay,42.348000439971756,-71.08552158738037,Entire home/apt,259,2,50,2018-12-09,1.20,89,187
6690605,Renovated Boston Apartment,35018472,Jennifer,,Charlestown,42.37813618799643,-71.0632869303694,Entire home/apt,200,4,22,2018-11-06,0.53,1,147
6709682,Private room in Boston,212445,Emma,,Roxbury,42.337209617612146,-71.08478304564264,Private room,65,2,84,2019-01-01,1.92,3,114
6716872,Lovely Comm Ave Sublet,27805870,Eileen,,Brighton,42.33722882514028,-71.1514331530688,Private room,200,1,0,,,1,0
6730758,Private studio by subway w/parking,207475,Danielle&Peder,,Jamaica Plain,42.31390161008171,-71.10502189277726,Entire home/apt,100,2,129,2018-11-08,2.94,1,54
6741968,Prestigous Beacon Hill loft apt.,28662502,Tiffany,,Downtown,42.357306808662585,-71.06178635429775,Entire home/apt,129,28,250,2018-12-16,5.72,1,157
6746543,Cool Top Floor 1 Bedroom Penthouse,32376332,Jordan,,Chinatown,42.3515923286389,-71.06220735897071,Entire home/apt,90,30,5,2018-08-06,0.11,1,363
6758443,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",22348222,Maverick,,South End,42.343391713039416,-71.07517784040168,Entire home/apt,150,2,52,2018-12-23,1.19,55,338
6758462,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",22348222,Maverick,,South End,42.345002980504304,-71.07747015790487,Entire home/apt,150,2,32,2018-12-09,1.48,55,289
6758482,"Stylish Downtown Studio in the SouthEnd, C.Ave# 1",22348222,Maverick,,South End,42.345573115899285,-71.07761895850723,Entire home/apt,150,3,51,2019-01-01,2.30,55,338
6759004,Stylish & Comfortable Newbury St Studio .#10,22348222,Maverick,,Back Bay,42.34940674848636,-71.08345968465333,Entire home/apt,150,2,82,2018-11-18,1.96,55,307
6759439,South End Studio Perfect for Work Travel #26,22348222,Maverick,,South End,42.345567911049734,-71.07735542129099,Entire home/apt,150,2,31,2018-08-12,1.54,55,233
6762011,"Heart of South End, Convenient, Comfy Studio #22",22348222,Maverick,,South End,42.34407303803346,-71.07532811185658,Entire home/apt,150,2,52,2019-01-02,1.91,55,323
6763409,"Charming Studio in Boston Brownstone, C.Ave#5",22348222,Maverick,,South End,42.34343806690266,-71.07688355946276,Entire home/apt,150,3,77,2019-01-03,1.93,55,305
6763587,Lorna's Oasis,34832265,Lorna,,Dorchester,42.28355381288542,-71.08444105050089,Private room,85,1,16,2018-09-03,0.48,3,364
6765855,Cozy Room in Brownstone Building,14453758,Kartik,,Roxbury,42.32685151777795,-71.09354561759916,Private room,80,1,31,2015-09-20,0.71,1,0
6780077,"Treetop and Ocean view, safe, near metro",9898255,Jessica,,Dorchester,42.3143384129618,-71.0607547226033,Private room,70,2,1,2019-01-15,1,6,346
6780300,Large Sunny room in Boston,212445,Emma,,Roxbury,42.33588187857079,-71.08310262017217,Private room,65,2,59,2018-12-28,1.38,3,68
6780313,lovely sunny room in Boston,212445,Emma,,Roxbury,42.335398292513936,-71.08259403248233,Private room,65,2,96,2019-01-06,2.21,3,149
6790961,Luxury 2BR Boston apt. by Longwood area Hospitals.,30283594,Kara,,Fenway,42.34457204336622,-71.09980814904063,Entire home/apt,181,3,8,2018-04-08,0.21,151,241
6793913,#Luxury Furnished 2BR Apt in Boston's Fenway Area,30283594,Kara,,Fenway,42.34330543250397,-71.10148920547795,Entire home/apt,180,3,3,2017-11-30,0.07,151,241
6793945,Stylish South End Apartment,35331408,Andrew,,South End,42.336326709397284,-71.07415654665085,Entire home/apt,195,2,78,2018-11-18,1.81,1,0
6800522,"Small room Easy to Downtown, Longwood Clean Sunny",18517776,Huggy,,Roxbury,42.31718670592567,-71.08099399639046,Private room,33,14,11,2016-09-21,0.30,30,365
6810723,"South End Studio, Ideal for Boston Travelers..# 23",22348222,Maverick,,South End,42.34366470397223,-71.07562188480422,Entire home/apt,150,2,44,2018-11-17,2.35,55,259
6819620,Renovated Parking EZ to downtown,18517776,Huggy,,Roxbury,42.31771366568557,-71.07906502343617,Private room,36,14,5,2017-11-23,0.14,30,365
6823017,"Allston, Close to Harvard Business School + BU A",19548932,Joe,,Allston,42.359025502967896,-71.13065800463156,Private room,65,1,213,2018-12-20,5.47,10,159
6823628,Ahhh the views! Studio w/ Balcony,4195134,Gift From God Properties,,Back Bay,42.353153103550234,-71.0773823610905,Entire home/apt,114,30,4,2018-08-20,0.12,9,365
6836689,Cozy 2 Bedroom Huge Private Deck View of Fireworks,35823232,Nick,,Charlestown,42.37892556747425,-71.06506396901842,Entire home/apt,350,2,2,2017-05-23,0.05,1,82
6838488,H-2 Luxury lg town house nr Harvard w park,14785487,Aihua,,Allston,42.35769453358095,-71.12869546818817,Entire home/apt,350,4,26,2018-11-22,0.66,12,347
6843795,A Fenway Getaway,23249169,Helen,,Fenway,42.34334072309171,-71.0955893880807,Entire home/apt,185,2,97,2018-11-18,2.27,1,77
6844012,Luxury Furnished 2-Bedroom Boston Apartment,30283594,Kara,,Fenway,42.343752897067844,-71.10035282684015,Entire home/apt,179,3,1,2015-08-14,0.02,151,241
6851459,"Stylish Downtown Studio in the SouthEnd, C.Ave# 31",22348222,Maverick,,South End,42.343679706264815,-71.07700348905996,Entire home/apt,150,2,54,2019-01-02,1.34,55,318
6851460,"Stylish Studio in Boston Brownstone, C.Ave# 21",22348222,Maverick,,South End,42.34393829228468,-71.0774330775736,Entire home/apt,150,5,17,2019-01-01,0.43,55,326
6854216,Modern condo and roof deck with view of Boston,403698,Roger,,South End,42.342305054190035,-71.08206418638986,Entire home/apt,400,5,1,2017-09-02,0.06,1,10
6854357,Cute bedroom in the Allston area,9953174,Nina,,Allston,42.34901654982248,-71.13615119608934,Private room,45,1,1,2015-06-25,0.02,1,0
6862594,"Beautiful Home in Jamaica Plain, MA",10608570,Edward,,Jamaica Plain,42.31926520385325,-71.11324623810819,Private room,60,1,0,,,1,0
6862758,"Quiet, Spacious 2BD in Boston's JP!",35962316,Zack,,Jamaica Plain,42.31813877306128,-71.1036735352925,Entire home/apt,200,2,16,2018-06-16,0.37,1,0
6870366,"High-rise room, convenient environs",13382900,Bernie,,Longwood Medical Area,42.339020006398144,-71.1066409301378,Private room,84,1,442,2019-01-12,10.28,2,174
6879036,Stylish Studio on Newbury St #3,22348222,Maverick,,Back Bay,42.35030730652297,-71.08285057824554,Entire home/apt,150,2,103,2018-12-28,2.68,55,302
6881541,"Charming 3BR, 1BA- 5 min to Boston",13124709,Thomas & Jenny,,Dorchester,42.2947307585787,-71.05525941750982,Entire home/apt,170,1,79,2018-12-29,1.89,2,326
6882615,"City Living with a View, Newbury St...#4",22348222,Maverick,,Back Bay,42.34929912373992,-71.08347012375727,Entire home/apt,150,3,85,2018-12-19,2.21,55,323
6908525,"Stylish Studio on Newbury St, THIS IS BOSTON! .#12",22348222,Maverick,,Back Bay,42.35047181357638,-71.0819709061086,Entire home/apt,150,3,84,2018-12-10,1.96,55,275
6911945,"Lovely, clean 1B, hip neighborhood",36221474,Peter,,South Boston,42.33716824951226,-71.05140040583753,Entire home/apt,170,2,12,2018-06-09,0.28,1,364
6914155,Spacious bedroom close to downtown,36234262,Kimberly,,Dorchester,42.31499571968392,-71.05640038667597,Private room,59,5,0,,,1,0
6914622,Treetop Haven-Eclectic Boston Area w/ Parking,36238599,Julie,,Jamaica Plain,42.30814198704933,-71.11793665454908,Entire home/apt,200,2,27,2018-09-01,0.63,1,29
6921241,1 BR on Newbury St,36275619,Sam,,Back Bay,42.35002845570644,-71.08390690295413,Entire home/apt,230,1,2,2015-07-13,0.05,1,0
6921672,French Country 2bd/2bth Heart of JP,36278389,Jessica,,Jamaica Plain,42.32133486634611,-71.1077732004827,Entire home/apt,250,1,1,2016-08-08,0.03,1,0
6930501,Loft with Balcony in South End,30128383,Jessica,,Roxbury,42.3365498888238,-71.08609701080701,Shared room,100,1,12,2016-08-21,0.28,1,0
6939759,Spacious 1 BR North End Apartment,26413047,Andrew,,North End,42.36188289681091,-71.05296259185997,Entire home/apt,200,2,17,2017-11-12,0.53,1,0
6951829,Furnished and spacious 2BR in Boston's Fenway Area,30283594,Kara,,Fenway,42.34506183599444,-71.10172523244051,Entire home/apt,188,3,9,2017-05-27,0.26,151,234
6955911,A room in the heart of Boston,20162776,Lior,,Fenway,42.343564359344604,-71.086233441572,Private room,90,1,5,2016-08-29,0.12,1,0
6971836,Boston Oasis!,36554652,Rachel,,North End,42.36182817877077,-71.05248303684002,Entire home/apt,250,2,10,2015-11-27,0.23,1,0
6972426,Luxurious penthouse living!!,36559227,Justin,,South End,42.341412009543056,-71.08113734051852,Entire home/apt,675,2,44,2018-11-04,1.03,1,348
6983246,"Cozy, Convenient Back Bay Home",35990162,Gerald,,Fenway,42.34414641149264,-71.08795154871889,Entire home/apt,195,4,71,2018-12-03,1.65,1,96
6990023,Private Room in Modern Apartment,22500410,Babak,,Mission Hill,42.32939203897631,-71.10981426405893,Private room,88,30,33,2017-04-18,0.76,1,230
6990904,Cozy JP bedroom near Orange Line T,16337422,Orion,,Jamaica Plain,42.31530070763098,-71.09976783089705,Private room,150,1,24,2017-06-23,0.56,2,179
6991310,"Modern, bright space in Back Bay",36495581,Caroline,,Back Bay,42.34940731712398,-71.08443316587648,Entire home/apt,250,2,0,,,1,0
7003280,Modern South Boston 2brm near MBTA,36057933,James,,South Boston,42.32998217772349,-71.05617128371799,Entire home/apt,132,1,210,2018-11-22,4.88,1,148
7009774,Gorgeous Luxury Condo in Boston!,36747522,Shawn,,Charlestown,42.38382413902392,-71.06766904272654,Entire home/apt,599,2,0,,,1,0
7018497,2 Bedroom in the heart of Boston,25960013,George,,North End,42.36638427527296,-71.05704197004533,Entire home/apt,200,1,6,2015-10-07,0.14,1,0
7036112,SPACIOUS 1BR HEART OF N. END DWNTWN,24545104,Maira,,North End,42.36312955912913,-71.05315937078814,Entire home/apt,180,1,8,2017-10-08,0.23,1,0
7052171,Living room in a 4BR/2BA house,36885389,John,,Allston,42.34763753472381,-71.13235921935193,Private room,39,1,1,2015-09-01,0.02,1,0
7052847,1 big room in a cute 2 bedroom apt,10336060,Rebeca,,Allston,42.352805645017064,-71.12398135726829,Private room,60,18,0,,,1,0
7053454,Basement apartment in Charlestown,36992931,Ryan,,Charlestown,42.380054879300104,-71.06324104847621,Private room,200,1,8,2016-07-29,0.19,1,108
7054912,North Station Luxury Apartment!,6223931,Richard,,Downtown,42.366233081540976,-71.05904009105518,Entire home/apt,225,1,2,2015-07-09,0.05,1,0
7055184,Clean bedroom in Allston,22419290,Sylvia,,Allston,42.35507101824252,-71.13262778120003,Private room,35,1,2,2015-08-09,0.05,1,0
7067303,"MASSIVE 2 FLOOR, 4 BED APT

5 min walk to subway!",37054967,Vanessa,,Dorchester,42.2894612589062,-71.06310683484455,Entire home/apt,60,1,13,2019-01-01,0.39,1,35
7075050,Lux bldg in Fenway w Balcony,37096230,Adam,,Fenway,42.3499647957722,-71.09805056452747,Entire home/apt,200,21,5,2017-09-30,0.12,1,0
7080514,Cozy place in the North End,9046262,Andrei,,North End,42.36570747594944,-71.05770806053516,Private room,130,3,1,2015-12-03,0.03,1,0
7083889,Garden Level Apt near Beach,21093313,Becky,,South Boston,42.33411893488983,-71.02944117520686,Entire home/apt,150,2,3,2017-09-04,0.07,1,27
7086825,Private Room near public transport,34552909,Barrie,,Roslindale,42.28228162657036,-71.11681747458199,Private room,50,5,12,2017-06-26,0.28,4,206
7092144,Quiet Convenient Retreat,5689782,Cora,,Jamaica Plain,42.31847668340441,-71.10100455492979,Private room,75,1,10,2018-10-16,0.23,2,90
7093109,Cozy  Apt. 20 Minutes  from Downtown,37177446,Nelson And Marlene,,Roslindale,42.27696861949929,-71.11775586431585,Entire home/apt,200,2,28,2019-01-07,0.82,2,267
7093184,Easy to downtown/Longwood Free Parking Clean House,18517776,Huggy,,Roxbury,42.31704283289994,-71.07978770406389,Private room,34,14,7,2017-05-01,0.16,30,365
7109689,Historic Charlestown Brownstone,19241302,Deborah,,Charlestown,42.37643879614784,-71.06339455004817,Entire home/apt,600,4,7,2018-08-05,0.16,1,275
7125052,Private Room Back Bay,37320933,Ken,,Back Bay,42.352923935629924,-71.08080354812249,Private room,275,1,0,,,1,0
7134081,Made in Fort Point / Seaport Luxury,845174,Kyle-Casey,,South Boston Waterfront,42.35093487305158,-71.04836752696419,Entire home/apt,390,1,65,2018-12-16,1.53,3,70
7159343,Back Bay Apt on Commonwealth Avenue,28980127,Al,,Back Bay,42.350050674641956,-71.08124416584337,Entire home/apt,200,7,0,,,1,0
7161203,Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,18517776,Huggy,,Roxbury,42.31710873613846,-71.08077882265508,Private room,34,15,6,2017-06-21,0.16,30,365
7179321,Private bedroom,37610133,Natalie,,East Boston,42.372024246520944,-71.03702725776347,Private room,68,7,17,2017-10-18,0.75,1,0
7181950,Spacious North End 1 BR | 1BA,9410008,Jason,,North End,42.36503183045132,-71.05098528076829,Entire home/apt,185,2,193,2019-01-02,4.57,19,333
7185881,Room Close to public transportation,16052189,Jonathan,,Hyde Park,42.23688869235556,-71.13291248005028,Private room,33,7,10,2018-06-29,0.24,8,364
7214920,Stylish South End 2 Bed w/ Parking & Patio,20062444,Dan,,South End,42.336832594946884,-71.06949729685238,Entire home/apt,250,2,34,2018-11-25,0.79,1,96
7222349,M&R - Front Bedroom Bathroom Parking - Walk to T!,7988017,Polly,,Dorchester,42.2934727383476,-71.05580400147454,Private room,110,1,87,2019-01-05,2.19,3,321
7225201,Master bed/bath in lux Seaport bldg,845174,Kyle-Casey,,South Boston Waterfront,42.34787963606974,-71.04965606695977,Private room,125,1,1,2015-09-21,0.02,3,77
7225376,Northeastern University Apartment,37826100,Feng,,Mission Hill,42.33155444871214,-71.0962878721131,Private room,75,1,5,2015-07-28,0.12,1,0
7239024,M&R Quiet Back Room Parking Bathroom,7988017,Polly,,Dorchester,42.292631326170365,-71.05575036336552,Private room,100,1,163,2019-01-14,3.80,3,314
7240149,Historic Apartment on Commonwealth,35950087,Ian,,Back Bay,42.34862911850599,-71.08561477148602,Entire home/apt,300,1,0,,,1,0
7252607,Private Room near Public Transport,34552909,Barrie,,Roslindale,42.28280175042395,-71.11514509094087,Private room,50,5,8,2018-12-14,0.19,4,245
7273770,Boston 2 bedroom top floor condo w/balcony!,4191762,Jeff,,Jamaica Plain,42.30606393566502,-71.11516053902132,Entire home/apt,145,2,5,2016-10-09,0.15,1,0
7275018,Bright and Airy Family Home,534259,Candice,,West Roxbury,42.290302483093974,-71.1606124107066,Entire home/apt,100,1,3,2015-08-24,0.07,1,0
7279874,One Bedroom right by Fenway Park,2800145,Pragya,,Fenway,42.34831166328248,-71.09199033871475,Entire home/apt,135,3,15,2018-06-24,0.36,1,0
7281884,Charming urban studio,25742899,Tyree,,Roxbury,42.31289019947795,-71.08315548197108,Entire home/apt,56,1,110,2017-08-22,2.59,1,0
7287822,Light and airy separate apt in funky Jamaica Plain,17844905,Susie,,Jamaica Plain,42.315273686297644,-71.10846155035345,Entire home/apt,130,2,179,2019-01-11,4.29,1,135
7292184,Bright home with lots of character!,11544688,Mounir,,Dorchester,42.29456314359375,-71.05566391796037,Entire home/apt,60,3,23,2018-10-21,0.56,1,0
7293671,Large private bedroom and private bathroom,1037913,Derek,,Roxbury,42.327252962929734,-71.07558887205052,Private room,90,29,10,2018-10-31,0.24,1,152
7294565,South End Brown Stone,11822816,Ammar,,South End,42.339308963259484,-71.06495498840539,Private room,85,2,1,2015-08-15,0.02,1,0
7298966,"Spacious, Quiet, Sunny studio directly on the T",31289781,Dustin,,Brighton,42.34187803841465,-71.14320857308776,Entire home/apt,83,28,5,2018-10-05,0.22,1,199
7308623,Beautiful Apartment in Beacon Hill,36811327,Carolyn,,West End,42.3618458600874,-71.06834786495743,Private room,60,2,1,2016-04-18,0.03,1,0
7309178,Spacious and bright room in a convenient area,22879353,Tibisay,,Mission Hill,42.334498133948934,-71.10660137993045,Private room,40,5,1,2018-07-14,0.16,1,0
7310887,Spacious and Sunny Brookline Apartment,38302832,Jacklyn,,Brighton,42.345538867721274,-71.13819016918849,Entire home/apt,285,3,151,2018-12-09,3.58,1,133
7325084,Studio near Copley Square,14697946,Rony,,South End,42.34474482784281,-71.07705983965717,Entire home/apt,146,1,1,2015-07-26,0.02,1,0
7330494,Private apt/w parking/cozy garden.,38403389,Katarzyna,,South Boston,42.330624720313466,-71.05557966912491,Entire home/apt,150,3,213,2018-12-31,5.02,1,241
7342489,"Beautiful 2Bedroom in the South End, Garden Unit",22348222,Maverick,,South End,42.34558425973548,-71.07668643519288,Entire home/apt,300,3,54,2018-12-08,2.11,55,67
7346760,Private bedroom in great location in Allston!,4198683,Sebastian,,Allston,42.348935108690355,-71.13939644222462,Private room,54,2,8,2018-11-04,0.39,1,348
7367795,3 men & a dog 1 room for rent,31866207,Tim,,Dorchester,42.319120838826564,-71.0515832464688,Private room,150,1,4,2015-08-17,0.09,1,0
